ticker,cik,company_name,ipo_date,sector,industry,sec_sect,sec_ind,state_incorp
ALT,1326190,Altimmune  Inc.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ALTM,1692787,Altus Midstream Co,2017,Public Utilities,Natural Gas Distribution, NATURAL GAS TRANSMISSION, NATURAL GAS TRANSMISSION,DE
ALTR,1701732,Altair Engineering Inc.,2017,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
ALX,3499,ALEXANDERS INC,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,DE
ALXN,899866,ALEXION PHARMACEUTICALS  INC.,1996,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
AMAG,792977,AMAG PHARMACEUTICALS INC.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
AMAT,6951,APPLIED MATERIALS INC /DE,1972,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DC
AMBA,1280263,AMBARELLA INC,2012,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,nan
AMBC,874501,AMBAC FINANCIAL GROUP INC,n/a,Finance,Property-Casualty Insurers, SURETY INSURANCE, SURETY INSURANCE,DE
AMC,1411579,AMC ENTERTAINMENT HOLDINGS  INC.,2013,Consumer Services,Movies/Entertainment, SERVICES,MOTION PICTURE THEATERS,DE
AMCX,1514991,AMC Networks Inc.,n/a,Consumer Services,Television Services, CABLE & OTHER PAY TELEVISION SERVICES, CABLE & OTHER PAY TELEVISION SERVICES,DE
AMD,2488,ADVANCED MICRO DEVICES INC,n/a,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
AME,1037868,AMETEK INC/,n/a,Consumer Durables,Metal Fabrications, MOTORS & GENERATORS, MOTORS & GENERATORS,DE
AMED,896262,AMEDISYS INC,n/a,Health Care,Medical/Nursing Services, SERVICES,HOME HEALTH CARE SERVICES,DE
AMEH,1083446,Apollo Medical Holdings  Inc.,n/a,Consumer Services,Professional Services, SERVICES,MANAGEMENT CONSULTING SERVICES,DE
AMG,1004434,AFFILIATED MANAGERS GROUP  INC.,n/a,Finance,Investment Managers, INVESTMENT ADVICE, INVESTMENT ADVICE,DE
AMGN,318154,AMGEN INC,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
AMH,1562401,American Homes 4 Rent,2013,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
AMKR,1047127,AMKOR TECHNOLOGY  INC.,1998,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
AMN,1142750,AMN HEALTHCARE SERVICES INC,n/a,Technology,Professional Services, SERVICES,HELP SUPPLY SERVICES,DE
AMNB,741516,AMERICAN NATIONAL BANKSHARES INC.,n/a,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,VA
AMOT,46129,ALLIED MOTION TECHNOLOGIES INC,n/a,Capital Goods,Electrical Products, INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS, INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,CO
AMP,820027,AMERIPRISE FINANCIAL INC,n/a,Finance,Investment Managers, INVESTMENT ADVICE, INVESTMENT ADVICE,DE
AMPE,1411906,Ampio Pharmaceuticals  Inc.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
AMPH,1297184,Amphastar Pharmaceuticals  Inc.,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,nan
AMR,1690769,Alta Mesa Resources  Inc. /DE,2017,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
AMRB,1108236,AMERICAN RIVER BANKSHARES,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,CA
AMRC,1488139,Ameresco  Inc.,2010,Basic Industries,Engineering & Construction, CONSTRUCTION SPECIAL TRADE CONTRACTORS, CONSTRUCTION SPECIAL TRADE CONTRACTORS,DE
AMRK,1591588,A-Mark Precious Metals  Inc.,n/a,Basic Industries,Other Specialty Stores, WHOLESALE,JEWELRY_ WATCHES_ PRECIOUS STONES & METALS,DE
AMRS,1365916,AMYRIS  INC.,2010,Basic Industries,Major Chemicals, INDUSTRIAL ORGANIC CHEMICALS, INDUSTRIAL ORGANIC CHEMICALS,DE
AMRX,1723128,Amneal Pharmaceuticals  Inc.,2018,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS, 
AMS,744825,AMERICAN SHARED HOSPITAL SERVICES,n/a,Health Care,Medical Specialities, SERVICES,MEDICAL LABORATORIES,CA
AMSC,880807,AMERICAN SUPERCONDUCTOR CORP /DE/,1991,Consumer Durables,Metal Fabrications, MOTORS & GENERATORS, MOTORS & GENERATORS,DE
AMSF,1018979,AMERISAFE INC,2005,Finance,Property-Casualty Insurers, FIRE_ MARINE & CASUALTY INSURANCE, FIRE_ MARINE & CASUALTY INSURANCE,TX
AMSWA,713425,AMERICAN SOFTWARE INC,n/a,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,GA
AMT,1053507,AMERICAN TOWER CORP /MA/,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,DE
AMTD,1173431,TD AMERITRADE HOLDING CORP,1997,Finance,Investment Bankers/Brokers/Service, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES, SECURITY BROKERS_ DEALERS & FLOTATION COMPANIES,DE
AMTX,738214,AEMETIS  INC,n/a,Basic Industries,Major Chemicals, INDUSTRIAL ORGANIC CHEMICALS, INDUSTRIAL ORGANIC CHEMICALS,NV
AMWD,794619,AMERICAN WOODMARK CORP,1986,Basic Industries,Forest Products, MILLWOOD_ VENEER_ PLYWOOD & STRUCTURAL WOOD MEMBERS, MILLWOOD_ VENEER_ PLYWOOD & STRUCTURAL WOOD MEMBERS,VA
AMZN,1018724,AMAZON COM INC,1997,Consumer Services,Catalog/Specialty Distribution, RETAIL,ORDER HOUSES,DE
AN,350698,AUTONATION  INC.,n/a,Consumer Durables,Automotive Aftermarket, RETAIL,AUTO DEALERS & GASOLINE STATIONS,DE
ANAB,1370053,ANAPTYSBIO INC,2017,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ANAT,904163,AMERICAN NATIONAL INSURANCE CO /TX/,n/a,Finance,Life Insurance, LIFE INSURANCE, LIFE INSURANCE,TX
ANDE,821026,Andersons  Inc.,n/a,Consumer Services,Farming/Seeds/Milling, WHOLESALE,FARM PRODUCT RAW MATERIALS,OH
ANET,1596532,Arista Networks  Inc.,2014,Technology,Computer Communications Equipment, COMPUTER COMMUNICATIONS EQUIPMENT, COMPUTER COMMUNICATIONS EQUIPMENT,DE
ANF,1018840,ABERCROMBIE & FITCH CO /DE/,n/a,Consumer Services,Clothing/Shoe/Accessory Stores, RETAIL,FAMILY CLOTHING STORES,DE
ANGI,1705110,ANGI Homeservices Inc.,n/a,Consumer Services,Advertising, SERVICES,ADVERTISING,DE
ANGO,1275187,ANGIODYNAMICS INC,2004,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
ANH,1047884,ANWORTH MORTGAGE ASSET CORP,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
ANIK,898437,Anika Therapeutics  Inc.,n/a,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
ANIP,1023024,ANI PHARMACEUTICALS INC,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ANIX,715446,Anixa Biosciences Inc,n/a,Health Care,Medical Specialities, SERVICES,MEDICAL LABORATORIES,DE
ANSS,1013462,ANSYS INC,1996,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
ANTM,1156039,Anthem  Inc.,n/a,Health Care,Medical Specialities, HOSPITAL & MEDICAL SERVICE PLANS, HOSPITAL & MEDICAL SERVICE PLANS,IN
AOBC,1092796,AMERICAN OUTDOOR BRANDS CORP,n/a,Capital Goods,Ordnance And Accessories, ORDNANCE & ACCESSORIES_ (NO VEHICLES/GUIDED MISSILES), ORDNANCE & ACCESSORIES_ (NO VEHICLES/GUIDED MISSILES),NV
AON,315293,Aon plc,n/a,Finance,Specialty Insurers, INSURANCE AGENTS BROKERS & SERVICES, INSURANCE AGENTS BROKERS & SERVICES,X0
AOS,91142,SMITH A O CORP,n/a,Consumer Durables,Consumer Electronics/Appliances, HOUSEHOLD APPLIANCES, HOUSEHOLD APPLIANCES,DE
AOSL,1387467,ALPHA & OMEGA SEMICONDUCTOR Ltd,2010,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,nan
AP,6176,AMPCO PITTSBURGH CORP,n/a,Capital Goods,Fluid Controls, PUMPS & PUMPING EQUIPMENT, PUMPS & PUMPING EQUIPMENT,PA
APA,6769,APACHE CORP,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
APAM,1517302,Artisan Partners Asset Management Inc.,2013,Finance,Investment Managers, INVESTMENT ADVICE, INVESTMENT ADVICE,DE
APC,773910,ANADARKO PETROLEUM CORP,n/a,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
APD,2969,AIR PRODUCTS & CHEMICALS INC /DE/,n/a,Basic Industries,Major Chemicals, INDUSTRIAL INORGANIC CHEMICALS, INDUSTRIAL INORGANIC CHEMICALS,DE
APDN,744452,APPLIED DNA SCIENCES INC,n/a,Consumer Services,Other Consumer Services, SERVICES,MISCELLANEOUS BUSINESS SERVICES,DE
APEI,1201792,AMERICAN PUBLIC EDUCATION INC,2007,Consumer Services,Other Consumer Services, SERVICES,EDUCATIONAL SERVICES,DE
APEN,1251769,Apollo Endosurgery  Inc.,n/a,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
APH,820313,AMPHENOL CORP /DE/,n/a,Capital Goods,Electrical Products, ELECTRONIC CONNECTORS, ELECTRONIC CONNECTORS,DE
APLE,1418121,Apple Hospitality REIT  Inc.,2015,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,VA
APOG,6845,APOGEE ENTERPRISES  INC.,n/a,Capital Goods,Auto Parts:O.E.M., GLASS PRODUCTS_ MADE OF PURCHASED GLASS, GLASS PRODUCTS_ MADE OF PURCHASED GLASS,MN
APPF,1433195,APPFOLIO INC,2015,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,nan
APPN,1441683,APPIAN CORP,2017,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,nan
APPS,317788,Digital Turbine  Inc.,n/a,Miscellaneous,Multi-Sector Companies, PATENT OWNERS & LESSORS, PATENT OWNERS & LESSORS,DE
APRN,1701114,Blue Apron Holdings  Inc.,2017,Consumer Services,Catalog/Specialty Distribution, RETAIL,ORDER HOUSES,DE
APT,884269,ALPHA PRO TECH LTD,n/a,Health Care,Industrial Specialties, ORTHOPEDIC_ PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES, ORTHOPEDIC_ PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES,DE
APTS,1481832,PREFERRED APARTMENT COMMUNITIES INC,2011,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
APTV,1521332,Aptiv PLC,2011,Capital Goods,Auto Parts:O.E.M., MOTOR VEHICLE PARTS & ACCESSORIES, MOTOR VEHICLE PARTS & ACCESSORIES,Y9
APTX,1674365,Aptinyx Inc.,2018,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
APVO,1671584,Aptevo Therapeutics Inc.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
APY,1723089,Apergy Corp,2018,Technology,Industrial Machinery/Components, CONSTRUCTION_ MINING & MATERIALS HANDLING MACHINERY & EQUIP, CONSTRUCTION_ MINING & MATERIALS HANDLING MACHINERY & EQUIP,DE
APYX,719135,Apyx Medical Corp,n/a,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
AQ,1316016,AQUANTIA CORP,2017,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
AQB,1603978,AquaBounty Technologies  Inc.,n/a,n/a,n/a, FISHING_ HUNTING & TRAPPING, FISHING_ HUNTING & TRAPPING,DE
AQMS,1621832,Aqua Metals  Inc.,2015,Basic Industries,Metal Fabrications, SECONDARY SMELTING & REFINING OF NONFERROUS METALS, SECONDARY SMELTING & REFINING OF NONFERROUS METALS,DE
AQST,1398733,Aquestive Therapeutics  Inc.,2018,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
AQUA,1604643,Evoqua Water Technologies Corp.,2017,Technology,Industrial Machinery/Components, REFRIGERATION & SERVICE INDUSTRY MACHINERY, REFRIGERATION & SERVICE INDUSTRY MACHINERY,DE
AR,1433270,ANTERO RESOURCES Corp,2013,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,nan
ARA,1498068,American Renal Associates Holdings  Inc.,2016,Health Care,Hospital/Nursing Management, SERVICES,MISC HEALTH & ALLIED SERVICES_ NEC,DE
ARAY,1138723,ACCURAY INC,2007,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
ARC,1305168,ARC DOCUMENT SOLUTIONS  INC.,2004,Consumer Services,Professional Services, SERVICES,MAILING_ REPRODUCTION_ COMMERCIAL ART & PHOTOGRAPHY,nan
ARCB,894405,ARCBEST CORP /DE/,n/a,Transportation,Trucking Freight/Courier Services, TRUCKING (NO LOCAL), TRUCKING (NO LOCAL),DE
ARCH,1037676,ARCH COAL INC,2016,Energy,Coal Mining, BITUMINOUS COAL & LIGNITE SURFACE MINING, BITUMINOUS COAL & LIGNITE SURFACE MINING,DE
ARCW,826326,ARC Group Worldwide  Inc.,n/a,Capital Goods,Metal Fabrications, MISCELLANEOUS FABRICATED METAL PRODUCTS, MISCELLANEOUS FABRICATED METAL PRODUCTS,UT
ARDS,1614067,Aridis Pharmaceuticals  Inc.,2018,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ARDX,1437402,ARDELYX  INC.,2014,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ARE,1035443,ALEXANDRIA REAL ESTATE EQUITIES INC,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
ARES,1176948,Ares Management Corp,2014,Finance,Investment Managers, INVESTMENT ADVICE, INVESTMENT ADVICE,DE
AREX,1405073,Approach Resources Inc,2007,Energy,Oil & Gas Production, CRUDE PETROLEUM & NATURAL GAS, CRUDE PETROLEUM & NATURAL GAS,DE
ARGO,1091748,Argo Group International Holdings  Ltd.,n/a,Finance,Specialty Insurers, TITLE INSURANCE, TITLE INSURANCE,nan
ARI,1467760,Apollo Commercial Real Estate Finance  Inc.,2009,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
ARKR,779544,ARK RESTAURANTS CORP,n/a,Consumer Services,Restaurants, RETAIL,EATING PLACES,NY
ARLO,1736946,Arlo Technologies  Inc.,2018,Consumer Non-Durables,Consumer Electronics/Appliances, HOUSEHOLD AUDIO & VIDEO EQUIPMENT, HOUSEHOLD AUDIO & VIDEO EQUIPMENT,DE
ARMK,1584509,Aramark,2013,Consumer Services,Restaurants, RETAIL,EATING PLACES,DE
ARNA,1080709,ARENA PHARMACEUTICALS INC,2000,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ARNC,4281,Arconic Inc.,n/a,Capital Goods,Metal Fabrications, ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS, ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,DE
AROC,1389050,Archrock  Inc.,n/a,Public Utilities,Natural Gas Distribution, NATURAL GAS TRANSMISSION, NATURAL GAS TRANSMISSION,nan
AROW,717538,ARROW FINANCIAL CORP,n/a,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,NY
ARQL,1019695,ARQULE INC,1996,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ARR,1428205,Armour Residential REIT  Inc.,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,nan
ARRY,1100412,ARRAY BIOPHARMA INC,2000,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ARTNA,863110,ARTESIAN RESOURCES CORP,n/a,Public Utilities,Water Supply, WATER SUPPLY, WATER SUPPLY,DE
ARTX,916529,AROTECH CORP,1994,Miscellaneous,Industrial Machinery/Components, MISCELLANEOUS ELECTRICAL MACHINERY_ EQUIPMENT & SUPPLIES, MISCELLANEOUS ELECTRICAL MACHINERY_ EQUIPMENT & SUPPLIES,DE
ARVN,1655759,ARVINAS  INC.,2018,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ARW,7536,ARROW ELECTRONICS INC,n/a,Technology,Electronic Components, WHOLESALE,ELECTRONIC PARTS & EQUIPMENT_ NEC,NY
ARWR,879407,ARROWHEAD PHARMACEUTICALS  INC.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ASB,7789,ASSOCIATED BANC-CORP,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,WI
ASFI,1001258,ASTA FUNDING INC,1995,Finance,Finance Companies, SHORT,TERM BUSINESS CREDIT INSTITUTIONS,DE
ASGN,890564,ASGN Inc,1992,Technology,Professional Services, SERVICES,HELP SUPPLY SERVICES,DE
ASH,1674862,ASHLAND GLOBAL HOLDINGS INC,n/a,Consumer Durables,Specialty Chemicals, WHOLESALE,CHEMICALS & ALLIED PRODUCTS,DE
ASIX,1673985,AdvanSix Inc.,2016,Basic Industries,Major Chemicals, PLASTICS_ MATERIALS_ SYNTH RESINS & NONVULCAN ELASTOMERS, PLASTICS_ MATERIALS_ SYNTH RESINS & NONVULCAN ELASTOMERS,DE
ASMB,1426800,ASSEMBLY BIOSCIENCES  INC.,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ASNA,1498301,Ascena Retail Group  Inc.,n/a,Consumer Services,Clothing/Shoe/Accessory Stores, RETAIL,APPAREL & ACCESSORY STORES,DE
ASPN,1145986,ASPEN AEROGELS INC,2014,Consumer Services,RETAIL: Building Materials, WHOLESALE,LUMBER & OTHER CONSTRUCTION MATERIALS,nan
ASPS,1462418,Altisource Portfolio Solutions S.A.,n/a,Consumer Services,Other Consumer Services, SERVICES,MISCELLANEOUS BUSINESS SERVICES,N4
ASPU,1487198,ASPEN GROUP  INC.,n/a,Consumer Services,Other Consumer Services, SERVICES,EDUCATIONAL SERVICES,DE
ASRT,1005201,Assertio Therapeutics  Inc,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ASRV,707605,AMERISERV FINANCIAL INC /PA/,n/a,Finance,Major Banks, NATIONAL COMMERCIAL BANKS, NATIONAL COMMERCIAL BANKS,PA
ASTE,792987,ASTEC INDUSTRIES INC,1986,Capital Goods,Construction/Ag Equipment/Trucks, CONSTRUCTION MACHINERY & EQUIP, CONSTRUCTION MACHINERY & EQUIP,TN
ASUR,884144,ASURE SOFTWARE INC,n/a,Technology,EDP Services, SERVICES,COMPUTER INTEGRATED SYSTEMS DESIGN,DE
ASV,1690881,ASV HOLDINGS  INC.,2017,Capital Goods,Construction/Ag Equipment/Trucks, CONSTRUCTION MACHINERY & EQUIP, CONSTRUCTION MACHINERY & EQUIP,DE
ASYS,720500,AMTECH SYSTEMS INC,n/a,Technology,Industrial Machinery/Components, SPECIAL INDUSTRY MACHINERY_ NEC, SPECIAL INDUSTRY MACHINERY_ NEC,AZ
AT,1419242,ATLANTIC POWER CORP,n/a,Energy,Electric Utilities: Central, ELECTRIC_ GAS & SANITARY SERVICES, ELECTRIC_ GAS & SANITARY SERVICES,A1
ATEC,1350653,Alphatec Holdings  Inc.,2006,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
ATEN,1580808,A10 Networks  Inc.,2014,Technology,Computer Communications Equipment, COMPUTER COMMUNICATIONS EQUIPMENT, COMPUTER COMMUNICATIONS EQUIPMENT,DE
ATGE,730464,Adtalem Global Education Inc.,n/a,Consumer Services,Other Consumer Services, SERVICES,EDUCATIONAL SERVICES,DE
ATH,1527469,Athene Holding Ltd,2016,Finance,Life Insurance, LIFE INSURANCE, LIFE INSURANCE,D0
ATHX,1368148,ATHERSYS  INC / NEW,n/a,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ATI,1018963,ALLEGHENY TECHNOLOGIES INC,n/a,Basic Industries,Steel/Iron Ore, STEEL PIPE & TUBES, STEEL PIPE & TUBES,DE
ATKR,1666138,Atkore International Group Inc.,2016,Miscellaneous,Industrial Machinery/Components, MISCELLANEOUS ELECTRICAL MACHINERY_ EQUIPMENT & SUPPLIES, MISCELLANEOUS ELECTRICAL MACHINERY_ EQUIPMENT & SUPPLIES,DE
ATNI,879585,ATN International  Inc.,n/a,Public Utilities,Telecommunications Equipment, TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE), TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE),DE
ATNX,1300699,Athenex  Inc.,2017,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
ATO,731802,ATMOS ENERGY CORP,n/a,Public Utilities,Oil/Gas Transmission, NATURAL GAS DISTRIBUTION, NATURAL GAS DISTRIBUTION,TX
ATOM,1420520,Atomera Inc,2016,Technology,Semiconductors, SEMICONDUCTORS & RELATED DEVICES, SEMICONDUCTORS & RELATED DEVICES,DE
ATR,896622,APTARGROUP INC,n/a,Consumer Non-Durables,Plastic Products, PLASTICS PRODUCTS_ NEC, PLASTICS PRODUCTS_ NEC,DE
ATRA,1604464,Atara Biotherapeutics  Inc.,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES), BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),DE
ATRC,1323885,AtriCure  Inc.,2005,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
ATRI,701288,ATRION CORP,n/a,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
ATRO,8063,ASTRONICS CORP,n/a,Capital Goods,Military/Government/Technical, AIRCRAFT PART & AUXILIARY EQUIPMENT_ NEC, AIRCRAFT PART & AUXILIARY EQUIPMENT_ NEC,NY
ATRS,1016169,ANTARES PHARMA  INC.,n/a,Health Care,Medical/Dental Instruments, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS, SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,DE
ATSG,894081,Air Transport Services Group  Inc.,n/a,Transportation,Air Freight/Delivery Services, AIR COURIER SERVICES, AIR COURIER SERVICES,DE
ATU,6955,ACTUANT CORP,n/a,Technology,Industrial Machinery/Components, MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT, MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,WI
ATUS,1702780,Altice USA  Inc.,2017,Consumer Services,Television Services, CABLE & OTHER PAY TELEVISION SERVICES, CABLE & OTHER PAY TELEVISION SERVICES,DE
ATVI,718877,Activision Blizzard  Inc.,n/a,Technology,Computer Software: Prepackaged Software, SERVICES,PREPACKAGED SOFTWARE,DE
ATXI,1644963,AVENUE THERAPEUTICS  INC.,2017,Health Care,Major Pharmaceuticals, PHARMACEUTICAL PREPARATIONS, PHARMACEUTICAL PREPARATIONS,DE
AUBN,750574,AUBURN NATIONAL BANCORPORATION  INC,n/a,Finance,Major Banks, STATE COMMERCIAL BANKS, STATE COMMERCIAL BANKS,DE
AUMN,1011509,Golden Minerals Co,n/a,Basic Industries,Precious Metals, GOLD & SILVER ORES, GOLD & SILVER ORES,DE
AUTO,1023364,AutoWeb  Inc.,n/a,Technology,Computer Software: Programming  Data Processing, SERVICES,COMPUTER PROGRAMMING_ DATA PROCESSING_ ETC.,DE
AVA,104918,AVISTA CORP,n/a,Public Utilities,Power Generation, ELECTRIC & OTHER SERVICES COMBINED, ELECTRIC & OTHER SERVICES COMBINED,WA
AVAV,1368622,AeroVironment Inc,2007,Capital Goods,Aerospace, AIRCRAFT, AIRCRAFT,DE
AVB,915912,AVALONBAY COMMUNITIES INC,n/a,Consumer Services,Real Estate Investment Trusts, REAL ESTATE INVESTMENT TRUSTS, REAL ESTATE INVESTMENT TRUSTS,MD
AVD,5981,AMERICAN VANGUARD CORP,n/a,Basic Industries,Agricultural Chemicals, AGRICULTURE CHEMICALS, AGRICULTURE CHEMICALS,DE
